IDTransacción;ClaveFecha;IDCliente;IDProducto;IDTienda;Cantidad;Descuento;MetodoPago
T04075;5/05/2025;C161;P021;S001;3;0;Mobile Money
T04076;12/05/2024;C185;P023;S003;1;0;Bank Transfer
T04077;5/08/2025;C085;P028;S004;3;0;Cash
T04078;29/10/2024;C148;P006;S004;5;0.05;Bank Transfer
T04079;24/08/2025;C116;P016;S005;4;0.1;Credit Card
T04080;8/09/2024;C016;P018;S004;1;0.05;Cash
T04081;10/04/2025;C065;P022;S002;4;0.05;Cash
T04082;18/04/2024;C019;P015;S005;4;0;Credit Card
T04083;8/02/2024;C187;P007;S001;2;0.1;Cash
T04084;5/11/2023;C052;P031;S005;2;0.15;Mobile Money
T04085;24/08/2025;C119;P014;S005;5;0.15;Mobile Money
T04086;8/11/2024;C010;P040;S005;5;0.15;Credit Card
T04087;26/04/2024;C019;P047;S002;4;0.15;Mobile Money
T04088;12/05/2025;C060;P048;S001;5;0.05;Credit Card
T04089;1/04/2024;C113;P049;S004;1;0.15;Bank Transfer
T04090;20/04/2024;C179;P012;S005;5;0.15;Mobile Money
T04091;4/04/2025;C091;P034;S002;2;0.1;Credit Card
T04092;7/02/2024;C030;P029;S005;1;0.15;Bank Transfer
T04093;29/09/2023;C080;P010;S002;1;0.1;Credit Card
T04094;26/09/2023;C060;P028;S001;2;0;Credit Card
T04095;22/11/2024;C031;P030;S005;1;0.1;Cash
T04096;25/11/2023;C199;P013;S003;4;0.15;Bank Transfer
T04097;21/08/2025;C073;P038;S005;4;0.1;Mobile Money
T04098;12/01/2025;C002;P028;S001;1;0.05;Mobile Money
T04099;26/04/2025;C144;P026;S004;4;0.1;Bank Transfer
T04100;21/03/2024;C140;P043;S004;4;0.15;Bank Transfer
T04101;18/06/2025;C147;P043;S004;5;0.15;Bank Transfer
T04102;25/08/2025;C023;P019;S004;2;0.15;Bank Transfer
T04103;26/01/2024;C110;P036;S001;3;0.1;Cash
T04104;15/12/2023;C006;P014;S004;2;0.1;Bank Transfer
T04105;26/01/2024;C179;P022;S002;4;0.05;Cash
T04106;27/03/2025;C151;P001;S004;3;0.15;Credit Card
T04107;4/05/2024;C119;P022;S004;1;0;Bank Transfer
T04108;9/03/2024;C036;P004;S005;4;0.05;Bank Transfer
T04109;15/05/2025;C053;P045;S001;3;0.15;Cash
T04110;13/01/2025;C046;P024;S003;3;0;Credit Card
T04111;3/11/2023;C136;P031;S002;4;0.15;Credit Card
T04112;11/05/2025;C110;P016;S003;2;0;Bank Transfer
T04113;28/12/2023;C158;P008;S003;5;0.1;Mobile Money
T04114;17/04/2025;C090;P001;S003;4;0.15;Credit Card
T04115;19/12/2024;C077;P015;S003;3;0.1;Credit Card
T04116;17/09/2023;C079;P017;S003;1;0.1;Cash
T04117;14/08/2025;C102;P038;S005;5;0.05;Credit Card
T04118;28/12/2023;C181;P031;S003;3;0.15;Bank Transfer
T04119;1/06/2025;C058;P001;S005;3;0.15;Bank Transfer
T04120;8/12/2023;C005;P034;S005;5;0.05;Credit Card
T04121;4/01/2025;C058;P018;S001;5;0.1;Mobile Money
T04122;24/03/2025;C033;P027;S005;4;0.05;Bank Transfer
T04123;7/11/2024;C026;P049;S002;2;0;Cash
T04124;15/04/2024;C195;P033;S005;4;0.05;Cash
T04125;8/07/2025;C177;P009;S002;1;0.15;Cash
T04126;31/05/2024;C123;P027;S003;3;0.1;Credit Card
T04127;22/02/2025;C074;P015;S004;3;0.1;Mobile Money
T04128;13/04/2024;C150;P004;S002;2;0;Credit Card
T04129;16/11/2024;C003;P026;S001;3;0.1;Mobile Money
T04130;28/12/2024;C078;P014;S004;1;0.05;Credit Card
T04131;1/10/2023;C146;P042;S001;1;0.05;Bank Transfer
T04132;18/01/2025;C028;P029;S002;1;0.05;Mobile Money
T04133;29/05/2024;C086;P033;S004;3;0.15;Credit Card
T04134;29/11/2024;C085;P006;S005;3;0.15;Cash
T04135;16/12/2023;C143;P010;S004;1;0.05;Cash
T04136;16/10/2023;C067;P044;S003;5;0.1;Credit Card
T04137;3/06/2025;C067;P039;S003;4;0.15;Credit Card
T04138;13/09/2024;C022;P030;S001;2;0.1;Cash
T04139;19/12/2023;C053;P015;S003;2;0.05;Mobile Money
T04140;24/06/2024;C041;P013;S002;1;0.05;Credit Card
T04141;15/05/2025;C080;P010;S004;3;0.05;Bank Transfer
T04142;18/04/2025;C105;P024;S002;1;0;Bank Transfer
T04143;24/12/2023;C060;P008;S004;5;0.15;Mobile Money
T04144;10/02/2024;C139;P023;S001;1;0.1;Credit Card
T04145;7/10/2023;C146;P024;S003;4;0;Credit Card
T04146;7/12/2023;C168;P035;S001;4;0.15;Bank Transfer
T04147;4/12/2023;C017;P012;S004;3;0.05;Cash
T04148;13/04/2025;C078;P033;S002;3;0;Credit Card
T04149;3/02/2024;C059;P001;S005;3;0;Credit Card
T04150;20/12/2024;C042;P007;S005;5;0.1;Mobile Money
T04151;3/10/2023;C101;P001;S003;2;0.15;Bank Transfer
T04152;24/12/2024;C187;P011;S002;2;0.05;Credit Card
T04153;5/07/2025;C134;P046;S002;5;0.05;Cash
T04154;22/04/2024;C035;P048;S001;2;0.1;Mobile Money
T04155;9/06/2025;C147;P048;S001;2;0.05;Cash
T04156;6/03/2025;C059;P039;S001;2;0.05;Bank Transfer
T04157;26/12/2023;C105;P010;S004;4;0;Cash
T04158;3/03/2024;C172;P042;S004;4;0.1;Cash
T04159;19/08/2025;C113;P045;S004;2;0.15;Bank Transfer
T04160;20/10/2023;C193;P002;S003;2;0;Credit Card
T04161;22/09/2024;C072;P037;S003;2;0;Cash
T04162;27/04/2025;C045;P009;S002;5;0.1;Mobile Money
T04163;6/03/2024;C044;P005;S002;1;0.05;Bank Transfer
T04164;9/07/2025;C184;P046;S002;1;0.05;Bank Transfer
T04165;16/10/2024;C118;P048;S001;5;0;Cash
T04166;23/05/2024;C117;P010;S002;2;0.05;Bank Transfer
T04167;20/01/2025;C014;P037;S003;1;0.15;Mobile Money
T04168;22/09/2023;C067;P043;S005;4;0;Mobile Money
T04169;8/05/2025;C165;P049;S004;3;0.1;Mobile Money
T04170;9/06/2025;C028;P033;S005;5;0.05;Bank Transfer
T04171;20/11/2023;C013;P004;S004;3;0.05;Mobile Money
T04172;20/02/2024;C040;P022;S004;2;0.1;Cash
T04173;3/01/2024;C047;P035;S002;3;0;Bank Transfer
T04174;26/06/2025;C099;P002;S004;5;0.1;Bank Transfer
T04175;7/05/2025;C130;P043;S002;2;0.15;Credit Card
T04176;9/09/2024;C161;P027;S002;4;0;Credit Card
T04177;16/09/2023;C026;P009;S002;1;0;Cash
T04178;24/03/2024;C031;P024;S005;4;0;Credit Card
T04179;26/08/2025;C179;P037;S003;5;0.15;Cash
T04180;27/07/2025;C172;P031;S001;4;0;Mobile Money
T04181;23/01/2025;C075;P021;S001;2;0.05;Bank Transfer
T04182;21/04/2025;C027;P039;S005;5;0.1;Bank Transfer
T04183;12/06/2024;C046;P005;S005;3;0;Mobile Money
T04184;25/11/2023;C027;P008;S002;2;0.05;Mobile Money
T04185;13/04/2024;C100;P043;S003;2;0.05;Mobile Money
T04186;26/12/2023;C047;P033;S002;1;0.1;Bank Transfer
T04187;31/05/2024;C039;P047;S002;1;0.15;Credit Card
T04188;18/05/2024;C097;P024;S003;3;0.15;Credit Card
T04189;15/07/2025;C050;P037;S001;5;0.05;Credit Card
T04190;11/10/2024;C075;P005;S003;3;0.15;Cash
T04191;4/03/2024;C079;P037;S005;5;0.15;Bank Transfer
T04192;15/08/2025;C004;P039;S003;4;0;Credit Card
T04193;15/09/2023;C003;P006;S003;5;0.15;Bank Transfer
T04194;6/03/2025;C019;P013;S005;3;0.05;Mobile Money
T04195;6/05/2024;C128;P041;S003;5;0.05;Mobile Money
T04196;19/04/2024;C110;P024;S002;2;0.1;Mobile Money
T04197;6/08/2025;C060;P040;S003;2;0.15;Mobile Money
T04198;18/09/2024;C122;P020;S003;2;0.05;Bank Transfer
T04199;18/08/2025;C146;P004;S002;1;0.15;Cash
T04200;10/07/2024;C103;P019;S003;5;0;Credit Card
T04201;8/11/2023;C155;P032;S002;1;0.1;Credit Card
T04202;27/06/2025;C039;P008;S005;3;0;Cash
T04203;13/10/2024;C083;P041;S004;2;0;Credit Card
T04204;22/07/2024;C152;P048;S003;3;0.15;Credit Card
T04205;29/05/2024;C112;P042;S002;4;0.05;Mobile Money
T04206;2/10/2024;C045;P004;S005;3;0.05;Cash
T04207;5/12/2024;C111;P044;S004;1;0.1;Bank Transfer
T04208;5/10/2024;C160;P028;S005;1;0.1;Cash
T04209;12/02/2025;C050;P047;S002;1;0.05;Cash
T04210;9/09/2025;C012;P036;S003;5;0.05;Credit Card
T04211;5/03/2025;C017;P013;S001;2;0.05;Cash
T04212;19/12/2024;C045;P023;S001;3;0.1;Cash
T04213;12/03/2024;C183;P030;S003;5;0.05;Mobile Money
T04214;29/04/2025;C140;P033;S004;5;0.15;Mobile Money
T04215;13/04/2025;C077;P046;S001;1;0;Bank Transfer
T04216;6/05/2024;C068;P002;S005;5;0;Mobile Money
T04217;4/12/2024;C080;P002;S003;2;0;Cash
T04218;29/11/2023;C100;P050;S002;5;0.15;Mobile Money
T04219;19/11/2024;C164;P024;S005;4;0.05;Bank Transfer
T04220;3/12/2023;C134;P024;S003;4;0.15;Bank Transfer
T04221;19/04/2024;C103;P044;S003;1;0.15;Credit Card
T04222;30/09/2024;C056;P018;S003;2;0;Credit Card
T04223;23/12/2023;C184;P027;S004;2;0.05;Cash
T04224;24/01/2025;C050;P017;S002;1;0.1;Cash
T04225;30/03/2024;C012;P003;S003;2;0.1;Credit Card
T04226;30/12/2024;C029;P041;S003;4;0;Cash
T04227;13/11/2024;C121;P002;S005;4;0.05;Mobile Money
T04228;27/06/2024;C151;P048;S005;5;0.1;Cash
T04229;4/12/2023;C167;P019;S002;5;0.05;Cash
T04230;13/10/2023;C189;P041;S005;1;0;Credit Card
T04231;22/11/2024;C111;P009;S004;4;0;Credit Card
T04232;15/03/2025;C181;P031;S001;1;0;Bank Transfer
T04233;14/02/2025;C051;P033;S002;5;0.1;Credit Card
T04234;8/05/2024;C140;P044;S004;2;0;Cash
T04235;9/07/2025;C083;P028;S001;3;0.05;Bank Transfer
T04236;27/01/2025;C063;P022;S005;2;0;Bank Transfer
T04237;14/10/2023;C142;P014;S002;4;0.05;Cash
T04238;12/01/2024;C016;P003;S004;4;0.15;Credit Card
T04239;5/03/2025;C118;P037;S004;2;0.05;Credit Card
T04240;8/09/2025;C143;P027;S002;5;0.15;Credit Card
T04241;30/12/2024;C055;P012;S004;4;0;Bank Transfer
T04242;8/11/2024;C163;P021;S001;5;0.15;Credit Card
T04243;10/02/2024;C102;P016;S004;1;0.05;Mobile Money
T04244;29/01/2024;C142;P031;S003;1;0;Cash
T04245;5/12/2024;C049;P020;S002;5;0.05;Credit Card
T04246;17/04/2025;C058;P008;S005;2;0;Credit Card
T04247;15/12/2024;C090;P017;S002;4;0;Mobile Money
T04248;5/12/2024;C084;P041;S001;4;0.15;Mobile Money
T04249;4/02/2025;C099;P040;S001;1;0.15;Bank Transfer
T04250;5/06/2025;C149;P032;S002;1;0;Bank Transfer
T04251;20/11/2024;C064;P037;S001;5;0.05;Mobile Money
T04252;22/11/2023;C156;P041;S004;4;0;Mobile Money
T04253;12/03/2025;C129;P018;S001;3;0.15;Credit Card
T04254;3/04/2024;C139;P012;S003;3;0.15;Credit Card
T04255;25/01/2025;C189;P043;S001;2;0.15;Mobile Money
T04256;30/06/2025;C095;P009;S004;5;0.15;Credit Card
T04257;24/10/2024;C157;P047;S003;5;0;Credit Card
T04258;13/08/2024;C083;P008;S004;2;0.1;Credit Card
T04259;13/07/2024;C088;P021;S003;2;0.1;Mobile Money
T04260;6/07/2024;C161;P026;S001;4;0.1;Credit Card
T04261;10/05/2025;C149;P016;S005;1;0.15;Bank Transfer
T04262;1/11/2024;C161;P020;S004;2;0.15;Mobile Money
T04263;7/10/2023;C152;P028;S003;1;0.15;Mobile Money
T04264;13/09/2024;C125;P041;S001;5;0;Mobile Money
T04265;4/08/2024;C079;P004;S004;3;0.1;Bank Transfer
T04266;2/03/2025;C104;P046;S003;1;0.05;Bank Transfer
T04267;27/09/2023;C029;P037;S004;4;0.05;Bank Transfer
T04268;20/09/2023;C118;P005;S005;3;0.05;Mobile Money
T04269;3/11/2024;C188;P043;S005;5;0;Mobile Money
T04270;23/05/2024;C075;P038;S005;5;0;Bank Transfer
T04271;3/02/2025;C075;P026;S003;1;0.05;Mobile Money
T04272;22/08/2024;C003;P010;S003;2;0;Cash
T04273;29/10/2024;C042;P010;S004;2;0.15;Cash
T04274;29/03/2024;C102;P012;S004;3;0;Cash
T04275;30/10/2024;C140;P027;S002;3;0.1;Bank Transfer
T04276;22/04/2024;C134;P033;S001;2;0;Credit Card
T04277;27/12/2024;C171;P003;S001;3;0.15;Bank Transfer
T04278;15/10/2023;C171;P022;S005;5;0.05;Mobile Money
T04279;2/12/2024;C068;P039;S001;5;0.1;Mobile Money
T04280;19/05/2025;C061;P033;S001;2;0.15;Bank Transfer
T04281;25/07/2025;C004;P041;S001;1;0.05;Cash
T04282;8/04/2025;C174;P047;S003;4;0.15;Cash
T04283;17/02/2024;C152;P048;S005;3;0.05;Cash
T04284;6/01/2025;C092;P035;S004;3;0;Bank Transfer
T04285;15/08/2025;C197;P027;S005;2;0.15;Bank Transfer
T04286;22/10/2023;C111;P042;S004;5;0;Mobile Money
T04287;30/05/2025;C185;P028;S001;1;0.15;Credit Card
T04288;9/09/2024;C107;P015;S001;1;0;Credit Card
T04289;15/10/2023;C110;P020;S003;1;0;Credit Card
T04290;7/01/2024;C070;P033;S003;3;0.1;Credit Card
T04291;6/09/2024;C154;P029;S005;1;0.15;Mobile Money
T04292;26/10/2024;C071;P039;S003;4;0.15;Bank Transfer
T04293;13/03/2025;C043;P021;S003;1;0.15;Credit Card
T04294;12/05/2024;C200;P041;S002;1;0.1;Bank Transfer
T04295;24/03/2025;C157;P012;S005;4;0.15;Credit Card
T04296;6/07/2025;C081;P026;S004;2;0.05;Credit Card
T04297;2/12/2023;C032;P020;S005;1;0.1;Credit Card
T04298;26/04/2025;C056;P033;S003;4;0;Bank Transfer
T04299;10/11/2023;C128;P042;S003;4;0.15;Bank Transfer
T04300;22/09/2023;C139;P005;S003;3;0.1;Credit Card
T04301;25/02/2024;C154;P036;S004;3;0.05;Cash
T04302;1/04/2024;C060;P036;S005;2;0.1;Cash
T04303;1/06/2025;C126;P001;S001;2;0.1;Bank Transfer
T04304;13/09/2024;C187;P012;S003;2;0;Credit Card
T04305;15/07/2024;C180;P002;S005;1;0;Credit Card
T04306;5/07/2025;C101;P004;S002;2;0;Cash
T04307;5/09/2024;C184;P012;S004;2;0.05;Mobile Money
T04308;29/05/2024;C127;P005;S002;4;0.1;Credit Card
T04309;6/01/2025;C159;P013;S003;5;0.1;Bank Transfer
T04310;22/06/2024;C142;P046;S003;2;0.05;Bank Transfer
T04311;5/07/2025;C044;P041;S003;2;0.1;Cash
T04312;22/12/2024;C104;P019;S001;5;0.1;Mobile Money
T04313;26/04/2024;C095;P026;S005;1;0.15;Cash
T04314;4/01/2024;C015;P008;S003;1;0;Bank Transfer
T04315;19/12/2023;C079;P029;S005;1;0.1;Mobile Money
T04316;29/10/2023;C117;P040;S003;3;0.15;Credit Card
T04317;28/03/2024;C196;P008;S003;2;0.1;Credit Card
T04318;1/10/2023;C077;P048;S004;5;0.1;Cash
T04319;10/12/2024;C119;P035;S001;3;0.1;Mobile Money
T04320;1/06/2024;C052;P010;S003;3;0.05;Cash
T04321;2/12/2024;C086;P032;S002;4;0;Credit Card
T04322;18/10/2023;C050;P045;S001;5;0.05;Mobile Money
T04323;16/03/2025;C022;P035;S001;2;0.05;Credit Card
T04324;20/01/2024;C110;P045;S001;5;0.15;Credit Card
T04325;20/12/2023;C143;P028;S001;3;0.05;Mobile Money
T04326;11/01/2024;C140;P006;S004;2;0;Bank Transfer
T04327;18/09/2023;C143;P008;S004;2;0.1;Cash
T04328;22/07/2024;C081;P039;S002;1;0.15;Bank Transfer
T04329;5/05/2024;C105;P004;S003;2;0.1;Credit Card
T04330;2/12/2024;C124;P047;S005;1;0;Cash
T04331;14/08/2024;C092;P016;S004;4;0.05;Bank Transfer
T04332;22/11/2024;C072;P019;S004;4;0;Mobile Money
T04333;4/07/2024;C114;P012;S004;2;0.15;Cash
T04334;11/03/2024;C080;P010;S002;2;0.15;Credit Card
T04335;27/05/2025;C151;P041;S005;5;0.1;Mobile Money
T04336;29/08/2025;C162;P024;S004;3;0.1;Cash
T04337;16/02/2024;C157;P044;S005;5;0;Cash
T04338;25/05/2024;C029;P008;S001;5;0.1;Mobile Money
T04339;4/11/2024;C059;P018;S005;1;0.05;Bank Transfer
T04340;29/12/2024;C042;P048;S001;1;0.15;Bank Transfer
T04341;1/05/2024;C074;P007;S002;3;0.15;Bank Transfer
T04342;2/11/2024;C189;P012;S005;5;0.1;Mobile Money
T04343;27/07/2024;C150;P012;S003;4;0.05;Bank Transfer
T04344;1/04/2025;C199;P003;S004;3;0.1;Credit Card
T04345;12/05/2024;C133;P045;S001;5;0;Credit Card
T04346;9/04/2025;C037;P006;S001;4;0.15;Cash
T04347;8/02/2025;C036;P019;S003;5;0.05;Mobile Money
T04348;1/04/2024;C021;P025;S004;1;0.1;Bank Transfer
T04349;24/10/2023;C068;P018;S003;1;0.1;Credit Card
T04350;17/09/2023;C109;P044;S004;2;0.15;Cash
T04351;28/06/2025;C022;P013;S002;2;0;Credit Card
T04352;5/05/2024;C136;P003;S005;3;0.15;Cash
T04353;19/11/2023;C199;P034;S001;5;0.05;Mobile Money
T04354;22/10/2024;C138;P020;S001;3;0.1;Cash
T04355;21/12/2023;C006;P018;S005;5;0.05;Cash
T04356;20/11/2024;C114;P021;S004;5;0;Bank Transfer
T04357;12/07/2024;C081;P034;S002;5;0.15;Mobile Money
T04358;6/07/2025;C150;P017;S002;2;0.1;Cash
T04359;4/12/2024;C161;P034;S003;5;0;Mobile Money
T04360;20/11/2023;C192;P027;S001;3;0.05;Credit Card
T04361;13/05/2025;C173;P049;S004;1;0;Cash
T04362;22/04/2024;C148;P026;S002;5;0;Cash
T04363;13/11/2024;C064;P015;S005;2;0.15;Bank Transfer
T04364;26/08/2024;C035;P040;S003;3;0;Credit Card
T04365;9/12/2024;C186;P035;S004;1;0;Bank Transfer
T04366;9/11/2024;C137;P008;S001;5;0;Cash
T04367;17/12/2024;C073;P045;S003;1;0.05;Bank Transfer
T04368;2/09/2025;C055;P027;S004;2;0.15;Cash
T04369;17/05/2024;C088;P047;S005;4;0.05;Mobile Money
T04370;14/03/2025;C194;P019;S004;2;0.15;Cash
T04371;13/09/2024;C056;P050;S003;5;0.15;Credit Card
T04372;5/06/2024;C054;P008;S003;2;0;Cash
T04373;3/12/2023;C161;P013;S003;5;0.1;Mobile Money
T04374;13/08/2024;C024;P037;S003;3;0.15;Credit Card
T04375;10/08/2025;C023;P034;S003;4;0.15;Credit Card
T04376;19/06/2025;C150;P023;S004;5;0.05;Bank Transfer
T04377;25/12/2024;C089;P042;S001;1;0.15;Bank Transfer
T04378;17/08/2024;C064;P048;S004;5;0;Credit Card
T04379;5/01/2025;C131;P030;S002;4;0.15;Credit Card
T04380;11/09/2024;C117;P017;S001;2;0.15;Mobile Money
T04381;15/06/2024;C105;P012;S001;3;0.05;Bank Transfer
T04382;1/10/2023;C046;P039;S005;1;0.15;Bank Transfer
T04383;21/10/2023;C066;P033;S001;4;0;Cash
T04384;23/02/2025;C027;P013;S005;4;0.1;Credit Card
T04385;30/04/2024;C086;P040;S005;3;0.15;Bank Transfer
T04386;6/09/2024;C011;P043;S003;1;0;Credit Card
T04387;13/07/2024;C172;P002;S005;5;0;Credit Card
T04388;17/02/2025;C126;P028;S002;1;0.1;Credit Card
T04389;11/12/2023;C125;P012;S004;2;0.15;Credit Card
T04390;18/10/2024;C131;P006;S001;3;0.1;Bank Transfer
T04391;5/04/2024;C117;P015;S001;5;0.05;Bank Transfer
T04392;25/06/2025;C055;P034;S001;5;0.15;Cash
T04393;28/10/2023;C108;P009;S004;4;0.1;Cash
T04394;11/06/2024;C146;P035;S002;2;0.1;Mobile Money
T04395;28/09/2024;C196;P030;S003;3;0.1;Cash
T04396;8/08/2025;C181;P034;S002;3;0.15;Credit Card
T04397;28/02/2025;C126;P022;S001;4;0.1;Credit Card
T04398;29/08/2025;C006;P011;S004;5;0;Cash
T04399;7/02/2025;C194;P013;S004;3;0;Credit Card
T04400;15/06/2025;C079;P047;S002;5;0;Mobile Money
T04401;25/02/2025;C053;P045;S005;4;0.15;Bank Transfer
T04402;9/11/2024;C132;P016;S002;2;0.05;Mobile Money
T04403;26/04/2025;C073;P027;S004;4;0;Bank Transfer
T04404;20/02/2024;C025;P033;S002;1;0;Cash
T04405;18/10/2023;C090;P002;S002;5;0.15;Cash
T04406;6/10/2024;C048;P008;S005;2;0.15;Credit Card
T04407;24/10/2024;C090;P009;S003;2;0;Bank Transfer
T04408;22/06/2025;C018;P017;S002;2;0;Cash
T04409;26/12/2024;C186;P018;S003;4;0.15;Credit Card
T04410;5/10/2024;C002;P029;S003;3;0;Cash
T04411;1/04/2025;C015;P015;S004;5;0.1;Cash
T04412;5/09/2025;C145;P027;S002;2;0.1;Bank Transfer
T04413;31/12/2023;C200;P008;S002;5;0;Cash
T04414;13/02/2025;C160;P004;S004;5;0.1;Cash
T04415;3/09/2024;C163;P020;S002;2;0.1;Mobile Money
T04416;19/11/2023;C008;P003;S005;5;0.15;Credit Card
T04417;21/08/2024;C191;P001;S004;3;0.15;Credit Card
T04418;28/05/2024;C047;P028;S002;3;0;Mobile Money
T04419;4/11/2024;C077;P004;S002;2;0.1;Cash
T04420;26/04/2025;C068;P035;S002;2;0.15;Cash
T04421;11/12/2023;C028;P029;S005;5;0;Cash
T04422;2/02/2025;C050;P021;S003;4;0.15;Cash
T04423;28/06/2025;C177;P039;S004;2;0;Mobile Money
T04424;4/08/2025;C004;P050;S002;5;0.15;Mobile Money
T04425;15/11/2024;C178;P033;S002;1;0.05;Cash
T04426;11/08/2025;C009;P006;S005;3;0.05;Mobile Money
T04427;15/11/2024;C107;P028;S002;1;0.1;Credit Card
T04428;11/02/2024;C105;P013;S005;5;0;Cash
T04429;21/11/2024;C087;P050;S004;4;0.1;Cash
T04430;26/08/2025;C016;P009;S001;4;0.05;Credit Card
T04431;15/12/2023;C086;P028;S005;1;0;Mobile Money
T04432;26/06/2024;C056;P042;S005;4;0;Credit Card
T04433;8/08/2024;C193;P040;S001;4;0.05;Credit Card
T04434;26/08/2024;C024;P031;S001;2;0.15;Cash
T04435;26/08/2025;C191;P016;S005;4;0;Mobile Money
T04436;15/12/2023;C127;P003;S002;2;0;Cash
T04437;20/06/2024;C065;P004;S003;3;0.15;Cash
T04438;29/06/2024;C127;P017;S001;5;0.05;Cash
T04439;13/05/2025;C122;P027;S001;4;0.1;Bank Transfer
T04440;17/06/2025;C063;P045;S004;1;0.05;Credit Card
T04441;18/12/2023;C195;P010;S003;3;0.05;Credit Card
T04442;17/08/2024;C093;P041;S002;1;0.15;Cash
T04443;23/12/2023;C037;P039;S003;2;0.05;Bank Transfer
T04444;19/11/2023;C194;P008;S001;2;0;Bank Transfer
T04445;3/11/2024;C079;P049;S004;4;0.05;Mobile Money
T04446;31/01/2024;C158;P043;S001;2;0.05;Mobile Money
T04447;11/04/2025;C165;P049;S003;3;0;Credit Card
T04448;10/04/2024;C034;P014;S004;4;0;Mobile Money
T04449;22/05/2024;C155;P032;S003;5;0;Credit Card
T04450;25/11/2024;C070;P036;S003;3;0.1;Cash
T04451;19/01/2025;C098;P020;S001;2;0;Cash
T04452;9/05/2024;C148;P033;S001;3;0;Credit Card
T04453;23/04/2025;C111;P009;S005;4;0.1;Mobile Money
T04454;27/01/2024;C066;P032;S004;5;0.15;Mobile Money
T04455;2/08/2024;C033;P007;S002;4;0.15;Cash
T04456;4/10/2023;C003;P024;S005;5;0.1;Bank Transfer
T04457;11/01/2024;C117;P007;S003;1;0.05;Mobile Money
T04458;10/11/2023;C169;P004;S005;1;0;Cash
T04459;31/01/2025;C126;P019;S003;5;0.05;Cash
T04460;16/05/2025;C112;P028;S003;1;0;Mobile Money
T04461;6/06/2025;C147;P023;S005;2;0.15;Credit Card
T04462;17/06/2025;C051;P034;S003;2;0.1;Bank Transfer
T04463;25/12/2024;C131;P011;S004;3;0.15;Cash
T04464;27/03/2025;C130;P045;S002;1;0.05;Mobile Money
T04465;7/10/2023;C082;P033;S003;4;0.05;Credit Card
T04466;15/06/2025;C183;P001;S001;2;0;Credit Card
T04467;4/10/2024;C052;P034;S004;2;0;Bank Transfer
T04468;5/11/2024;C085;P015;S001;2;0.05;Cash
T04469;28/01/2024;C016;P013;S001;1;0.15;Credit Card
T04470;1/06/2025;C075;P036;S004;4;0.05;Cash
T04471;1/09/2024;C157;P013;S001;1;0;Cash
T04472;26/02/2024;C065;P034;S001;4;0;Cash
T04473;29/11/2024;C149;P025;S001;4;0.05;Credit Card
T04474;24/03/2024;C036;P043;S004;2;0.15;Mobile Money
T04475;6/02/2025;C190;P001;S005;1;0.15;Cash
T04476;3/08/2025;C139;P017;S003;3;0;Mobile Money
T04477;6/06/2025;C123;P047;S003;4;0.05;Cash
T04478;11/12/2024;C013;P025;S001;5;0.1;Credit Card
T04479;20/11/2024;C064;P027;S004;1;0;Credit Card
T04480;14/08/2024;C115;P037;S001;1;0;Bank Transfer
T04481;27/08/2025;C024;P005;S005;5;0.1;Bank Transfer
T04482;31/01/2024;C085;P035;S005;2;0.1;Credit Card
T04483;20/12/2024;C005;P038;S002;3;0;Cash
T04484;4/07/2024;C093;P031;S002;3;0.05;Bank Transfer
T04485;15/07/2025;C106;P047;S004;1;0.15;Bank Transfer
T04486;29/02/2024;C097;P024;S005;5;0.1;Bank Transfer
T04487;21/04/2024;C149;P019;S003;4;0.15;Mobile Money
T04488;14/01/2025;C038;P026;S001;1;0;Credit Card
T04489;20/08/2024;C069;P008;S001;2;0;Credit Card
T04490;13/03/2024;C036;P026;S002;5;0.15;Bank Transfer
T04491;30/05/2025;C001;P013;S002;4;0.05;Cash
T04492;15/02/2024;C136;P002;S003;5;0;Mobile Money
T04493;6/07/2025;C068;P042;S003;2;0.15;Credit Card
T04494;27/06/2024;C092;P043;S002;4;0.1;Credit Card
T04495;18/09/2023;C057;P034;S003;4;0;Cash
T04496;10/01/2024;C076;P002;S001;2;0;Credit Card
T04497;17/03/2024;C142;P025;S003;1;0;Mobile Money
T04498;15/10/2023;C018;P023;S002;3;0.1;Cash
T04499;2/04/2025;C074;P037;S004;1;0;Cash
T04500;1/03/2025;C119;P045;S005;2;0.05;Cash
T04501;30/09/2023;C068;P049;S004;4;0;Cash
T04502;17/04/2025;C022;P008;S002;5;0.05;Credit Card
T04503;15/03/2025;C118;P006;S001;1;0;Credit Card
T04504;17/05/2025;C052;P002;S002;5;0.15;Cash
T04505;4/12/2024;C090;P029;S001;2;0;Bank Transfer
T04506;11/09/2023;C137;P026;S003;1;0.15;Mobile Money
T04507;8/10/2023;C112;P032;S003;2;0.1;Bank Transfer
T04508;24/12/2024;C098;P018;S001;3;0.05;Credit Card
T04509;17/12/2024;C113;P035;S004;2;0.1;Mobile Money
T04510;9/09/2024;C007;P038;S001;5;0;Bank Transfer
T04511;15/03/2025;C061;P031;S001;3;0.15;Credit Card
T04512;24/09/2023;C188;P026;S003;4;0.05;Bank Transfer
T04513;11/12/2023;C061;P046;S003;5;0.15;Cash
T04514;2/03/2025;C126;P024;S004;5;0.05;Credit Card
T04515;3/06/2025;C082;P001;S001;2;0.15;Credit Card
